Movie Name,Time,Rating,Top 7 Cast,Western,Documentary,Music,TV Movie,War,History,Horror,Romance,Drama,Mystery,Fantasy,Crime,Comedy,Family,Animation,Thriller,Adventure,Science Fiction,Action
The Haunting of the Immaculate Nurse (2024),107,62,Paulina GaitánRebeca; Tony DaltonZamudio; Patricia Reyes SpíndolaHortensia; Enoc LeañoDr. Sánchez; Fernanda Echevarría del RiveroEulalia; Iazua LariosLuciana; Patricia MaqueoPaula,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kingdom of the Planet of the Apes (2024),145,71,Owen TeagueNoa; Freya AllanNova / Mae; Kevin DurandProximus Caesar; Peter MaconRaka; William H. MacyTrevathan; Eka DarvilleSylva; Travis JefferyAnaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
The Garfield Movie (2024),101,71,Chris PrattGarfield (voice); Samuel L. JacksonVic (voice); Hannah WaddinghamJinx (voice); Ving RhamesOtto (voice); Nicholas HoultJon (voice); Cecily StrongMarge Malone (voice); Harvey GuillénOdie (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
Project Silence (2024),96,71,Lee Sun-kyunCha Jung-won; Ju Ji-hoonJobak; Kim Hee-wonDr. Yang; Moon Sung-keunByung-hak; Ye Su-jeongSoon-ok; Kim Tae-wooJung Hyun-baek; Park Hee-vonMi-ran,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
F Marry Kill (2024),97,63,Lucy HaleEva Vaugh; Virginia GardnerKelly; Brooke NevinValerie; Jedidiah GoodacreKyle; Brendan MorganMitch; Samer SalemNorman; Bethany BrownRobin,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
The Children's Train (2024),106,74,Barbara RonchiDerna; Serena RossiAntonietta; Christian CervoneAmerigo; Stefano AccorsiAmerigo Adulto; Francesco Di LevaCapa ‘e Fierro; Antonia TruppoMaddalena Criscuolo; Monica NappoZandragliona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Bad Guys: Haunted Heist (2024),25,70,Michael GodereWolf (voice); Ezekiel AjeigbeShark (voice); Raul CeballosPiranha (voice); Chris DiamantopoulosSnake / Reginald E. Scary (voice); Mallory LowTarantula (voice); ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Beetlejuice Beetlejuice (2024),105,71,Michael KeatonBeetlejuice; Winona RyderLydia; Catherine O'HaraDelia; Jenna OrtegaAstrid; Justin TherouxRory; Willem DafoeJackson; Monica BellucciDelores,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
My Hero Academia: You're Next (2024),110,67,Daiki YamashitaIzuku Midoriya (voice); Nobuhiko OkamotoKatsuki Bakugo (voice); Yuki KajiShoto Todoroki (voice); Mamoru MiyanoGiulio Gandini (voice); Meru NukumiAnna Scervino (voice); Kenta MiyakeDark Might (voice); Ayane SakuraOchako Uraraka (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
Spider-Man: Across the Spider-Verse (2023),140,84,Shameik MooreMiles Morales (voice); Hailee SteinfeldGwen Stacy (voice); Brian Tyree HenryJeff Morales (voice); Luna Lauren VelezRio Morales (voice); Jake JohnsonPeter B. Parker (voice); Oscar IsaacMiguel O'Hara (voice); Jason SchwartzmanSpot (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
Female Teacher: In Front of the Students (1982),69,66,Rushia SantôReiko / Teacher; Rina OkaKumi / Girl Friend of Takuya; Kyôko SagamiSyôko / Teacher; Toshiyuki KitamiAkiyama / Teacher; Toru NakaneTakuya / High School Boy; Hiromichi HoriTakashi; Masaaki Kishi桑田,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
365 Days: This Day (2022),111,59,Anna-Maria SiekluckaLaura Torricelli; Michele MorroneMassimo Torricelli / Adriano Torricelli; Simone SusinnaMarcelo 'Nacho' Matos; Magdalena LamparskaOlga; Otar SaralidzeDomenico; Natasza UrbańskaAnna; Ramón LangaDon Fernando Matos,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Interstellar (2014),169,84,Matthew McConaugheyCooper; Anne HathawayBrand; Michael CaineProfessor Brand; Jessica ChastainMurph; Casey AffleckTom; Wes BentleyDoyle; Topher GraceGetty,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Harry Potter and the Philosopher's Stone (2001),152,79,Daniel RadcliffeHarry Potter; Rupert GrintRon Weasley; Emma WatsonHermione Granger; Richard HarrisAlbus Dumbledore; Tom FeltonDraco Malfoy; Alan RickmanSeverus Snape; Robbie ColtraneRubeus Hagrid,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Paprika (1991),115,70,Debora CaprioglioPaprika; Stéphane BonnetFranco; Stéphane FerraraRocco; Martine BrochardMadame Collette; Luigi LaezzaNino; Rossana GavinelGina; Clarita GattoTosca,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Transmorphers: Mech Beasts (2023),84,53,Tom ArnoldBrady; Tania FoxLana; Jolene AndersonAgnes; Andrew RogersCaptain Watts; Mica JavierMila; Chad RidgelyWilks; Anthony JensenGen Palmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Don't Move (2024),92,64,Kelsey AsbilleIris; Finn WittrockRichard; Daniel FrancisDontrell; Moray TreadwellBill; Dylan BeamDaughter (voice); Kate NicholsYoung Mom; Skye Little Wing Dimova-SawYoung Boy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Dune: Part Two (2024),167,82,Timothée ChalametPaul Atreides; ZendayaChani; Rebecca FergusonJessica; Javier BardemStilgar; Josh BrolinGurney Halleck; Austin ButlerFeyd-Rautha; Florence PughPrincess Irulan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Our Little Secret (2024),101,62,Lindsay LohanAvery; Ian HardingLogan; Kristin ChenowethErica; Jon RudnitskyCameron; Dan BucatinskyLeonard; Jake BrennanCallum; Judy ReyesMargaret,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
A Quiet Place: Day One (2024),99,68,Lupita Nyong'oSamira; Joseph QuinnEric; Alex WolffReuben; Djimon HounsouHenri; Eliane UmuhireZena; Takunda KhumaloOsahar; Alfie ToddMax,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
The Shawshank Redemption (1994),142,87,Tim RobbinsAndy Dufresne; Morgan FreemanEllis Boyd 'Red' Redding; Bob GuntonWarden Norton; William SadlerHeywood; Clancy BrownCaptain Byron T. Hadley; Gil BellowsTommy; James WhitmoreBrooks Hatlen,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Godzilla x Kong: The New Empire (2024),115,71,Rebecca HallIlene Andrews; Brian Tyree HenryBernie Hayes; Dan StevensTrapper; Kaylee HottleJia; Alex FernsMikael; Fala ChenIwi Queen; Rachel HouseHampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Le clitoris (2016),3,61,Lori Malépart-TraversyNarrator (voice); ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brothers (2024),88,60,Josh BrolinMoke Munger; Peter DinklageJady Munger; Glenn CloseCath Munger; Brendan FraserFarful; Taylour PaigeAbby Munger-Jacobson; M. Emmet WalshJudge Farful; Jennifer LandonYoung Cath,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Do Not Enter (2024),80,72,Pablo MartínezCristian; Lucas CaballeroAldo; Rafael AlfaroMilitar; Lara ChamorroDueña de casa; Andy RomeroSirvienta; Mario González MartíMario; Ariel DelgadilloInfluencer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fast X (2023),142,71,Vin DieselDominic Toretto; Michelle RodriguezLetty Ortiz; Tyrese GibsonRoman Pearce; LudacrisTej Parker; John CenaJakob Toretto; Nathalie EmmanuelRamsey; Jordana BrewsterMia Toretto,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Conclave (2024),120,71,Ralph FiennesLawrence; Stanley TucciBellini; John LithgowTremblay; Isabella RosselliniSister Agnes; Lucian MsamatiAdeyemi; Carlos DiehzBenitez; Sergio CastellittoTedesco,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Avengers: Infinity War (2018),149,82,Robert Downey Jr.Tony Stark / Iron Man; Chris EvansSteve Rogers / Captain America; Chris HemsworthThor; Josh BrolinThanos; Mark RuffaloBruce Banner / Hulk; Scarlett JohanssonNatasha Romanoff / Black Widow; Don CheadleJames Rhodes / War Machine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
The Godfather (1972),175,87,Marlon BrandoDon Vito Corleone; Al PacinoMichael Corleone; James CaanSonny Corleone; Robert DuvallTom Hagen; Richard S. CastellanoClemenza; Diane KeatonKay Adams; Talia ShireConnie Corleone Rizzi,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Take Cover (2024),89,69,Scott AdkinsSam; Alice EveTamara; Jack ParrKen; Billy ClementsBrutus; Mădălina Bellariu IonMona; Renars LatkovskisMirko; Nik GoldmanYevgeny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Spider-Man: No Way Home (2021),148,80,Tom HollandPeter Parker / Spider-Man; ZendayaMJ; Benedict CumberbatchDoctor Strange; Jacob BatalonNed Leeds; Jon FavreauHappy Hogan; Jamie FoxxMax Dillon / Electro; Willem DafoeNorman Osborn / Green Goblin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
The Price of Money: A Largo Winch Adventure (2024),100,59,Tomer SisleyLargo Winch; James FrancoEzio Burntwood; Clotilde HesmeChloé Riva; Elise TilloloyBonnie; Denis O'HareDwight Cochrane; Narayan David HecterNoom; Koen De BouwRudy Gessner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Nutcrackers (2024),104,57,Ben StillerMike Maxwell; Linda CardelliniGretchen Rice; Homer JansonJustice Kicklighter; Ulysses JansonJunior Kicklighter; Arlo JansonSimon Kicklighter; Atlas JansonSamuel Kicklighter; Toby HussAl Wilmington,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Fifty Shades of Grey (2015),125,59,Dakota JohnsonAnastasia Steele; Jamie DornanChristian Grey; Jennifer EhleCarla; Eloise MumfordKate; Victor RasukJosé; Luke GrimesElliot Grey; Marcia Gay HardenDr. Grey,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
The Canterville Ghost (2023),89,64,Stephen FrySir Simon de Canterville (voice); Hugh LaurieGrim Reaper / Gardener / Swordsman / Monster / Old Duke (voice); Freddie HighmoreHenry Duke of Cheshire (voice); Emily CareyVirginia Otis (voice); Imelda StauntonMrs Umney (voice); Meera SyalLucretia Otis (voice); David HarewoodHiram Otis (voice),0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Transformers: Rise of the Beasts (2023),127,73,Anthony RamosNoah Diaz; Dominique FishbackElena Wallace; Peter CullenOptimus Prime (voice); Ron PerlmanOptimus Primal (voice); Peter DinklageScourge (voice); Michelle YeohAirazor (voice); Pete DavidsonMirage (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Emilia Pérez (2024),132,79,Karla Sofía GascónEmilia / Manitas; Zoe SaldañaRita; Selena GomezJessi; Adriana PazEpifania; Edgar RamírezGustavo Brun; Mark IvanirWasserman; Eduardo AladroBerlinger,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
It Ends With Us (2024),131,72,Blake LivelyLily Bloom; Justin BaldoniRyle Kincaid; Jenny SlateAllysa; Brandon SklenarAtlas Corrigan; Hasan MinhajMarshall; Kevin McKiddAndrew Bloom; Amy MortonJenny Bloom,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Spider-Man: Into the Spider-Verse (2018),117,84,Shameik MooreMiles Morales (voice); Jake JohnsonPeter B. Parker (voice); Hailee SteinfeldGwen Stacy (voice); Mahershala AliUncle Aaron (voice); Brian Tyree HenryJefferson Davis (voice); Lily TomlinAunt May (voice); Luna Lauren VelezRio Morales (voice),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
BLUE LOCK THE MOVIE -EPISODE NAGI- (2024),91,75,Nobunaga ShimazakiSeishiro Nagi (voice); Yuma UchidaReo Mikage (voice); Kazuyuki OkitsuZantetsu Tsurugi (voice); Kazuki UraYoichi Isagi (voice); Tasuku KaitoMeguru Bachira (voice); Yuki OnoRensuke Kunigami (voice); Soma SaitoHyoma Chigiri (voice),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Migration (2023),83,74,Kumail NanjianiMack Mallard (voice); Elizabeth BanksPam Mallard (voice); Caspar JenningsDax Mallard (voice); Tresi GazalGwen Mallard (voice); AwkwafinaChump (voice); Carol KaneErin (voice); Keegan-Michael KeyDelroy (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
John Wick: Chapter 4 (2023),170,77,Keanu ReevesJohn Wick; Donnie YenCaine; Bill SkarsgårdMarquis; Ian McShaneWinston; Laurence FishburneBowery King; Lance ReddickCharon; Clancy BrownHarbinger,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Hijack 1971 (2024),100,64,Ha Jung-wooTae-in; Yeo Jin-gooYong-dae; Sung Dong-ilGyu-sik; Chae Soo-binOk-soon; Moon You-kangChang-bae; Kim Sun-youngYoung-sook; Lim Se-miMoon-yeong,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Sonic the Hedgehog 2 (2022),123,75,Ben SchwartzSonic (voice); James MarsdenTom Wachowski; Tika SumpterMaddie Wachowski; Colleen O'ShaughnesseyTails (voice); Idris ElbaKnuckles (voice); Jim CarreyDr. Robotnik; Natasha RothwellRachel,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
The Shadow Strays (2024),145,74,Aurora RiberoAgent 13 / Nomi; Hana MalasanAgent Umbra; Andri MashadiAriel; Adipati DolkenPrasetyo; Kristo ImmanuelJeki; Ali FikryMonji; Taskya NamyaSoriah,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Saving Bikini Bottom: The Sandy Cheeks Movie (2024),87,63,Carolyn LawrenceSandy / Bottomite Crowd (voice); Tom KennySpongeBob / Gary / Sonny / Various (voice); Clancy BrownMr. Krabs / Clyde / Neighbor #1 / Bottomite #2 / Bottomite Crowd (voice); Bill FagerbakkePatrick / Bottomite #4 / Bottomite Crowd (voice); Mr. LawrenceFred / Larry / Plankton / Video Announcer / Plankton Lincoln / Snail Walker / Bottomite Crowd (voice); Rodger BumpassSquidward / Butch / Police Loudspeaker / Bottomite #1 / Bottomite Crowd (voice); Johnny KnoxvilleRandy Cheeks (voice),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Harry Potter and the Chamber of Secrets (2002),161,77,Daniel RadcliffeHarry Potter; Rupert GrintRon Weasley; Emma WatsonHermione Granger; Kenneth BranaghGilderoy Lockhart; Toby JonesDobby (voice); Robbie ColtraneRubeus Hagrid; Richard HarrisAlbus Dumbledore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Furiosa: A Mad Max Saga (2024),149,75,Anya Taylor-JoyFuriosa; Chris HemsworthDementus; Tom BurkePraetorian Jack; Alyla BrowneYoung Furiosa; George ShevtsovThe History Man; Lachy HulmeImmortan Joe / Rizzdale Pell; John HowardThe People Eater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Operation Black Ops (2023),80,55,Tito OrtizNoah; Cristiane JustinoChicago; Mike FergusonSchroder; Kelsey JohnsonMike MarkoffPaul BikbiliJoseph Daniel EllisAlicia GakimaRafael CansinoJ.R. OrvaJenna Pena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Polar Express (2004),100,67,Tom HanksHero Boy / Father / Conductor / Hobo / Scrooge / Santa Claus; Leslie ZemeckisSister Sarah / Mother; Eddie DeezenKnow-It-All; Nona GayeHero Girl (voice); Peter ScolariBilly - Lonely Boy; Michael JeterSmokey / Steamer; Josh HutchersonHero Boy (motion capture),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
Diabolik - Who Are You? (2023),124,64,Giacomo GianniottiDiabolik; Miriam LeoneEva Kant; Valerio MastandreaGinko; Monica BellucciAltea di Vallenberg; Pier Giorgio BellocchioSgt. Palmer; Chiara MartegianiElisa Coen; Massimiliano RossiDiego Manden,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
Shrek (2001),90,77,Mike MyersShrek / Blind Mouse (voice); Eddie MurphyDonkey (voice); Cameron DiazPrincess Fiona (voice); John LithgowLord Farquaad (voice); Vincent CasselMonsieur Hood (voice); Peter DennisOgre Hunter (voice); Clive PearseOgre Hunter (voice),0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
The Equalizer (2014),132,73,Denzel WashingtonRobert McCall; Marton CsokasTeddy; Chloë Grace MoretzTeri; David HarbourMasters; Haley BennettMandy; Bill PullmanBrian Plummer; Melissa LeoSusan Plummer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Terrifier 2 (2022),138,68,David Howard ThorntonArt the Clown; Lauren LaVeraSienna Shaw; Elliott FullamJonathan Shaw; Sarah VoigtBarbara; Kailey HymanBrooke; Casey HartnettAllie; Charlie McElveenJeff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Borderlands (2024),101,58,Cate BlanchettLilith; Kevin HartRoland; Edgar RamírezAtlas; Jamie Lee CurtisTannis; Ariana GreenblattTiny Tina; Florian MunteanuKrieg; Janina GavankarKnoxx,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Elyas (2024),99,63,Roschdy ZemElyas; Laëtitia EïdoAmina; Nabil ElouahabiEl Saïd; Sherwan HajiJamal; Dimitri StorogeYann; Jeanne MichelNour; Frédéric MaranberBrabus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Young Hearts (2024),100,84,Lou GoossensElias; Marius De SaegerAlexander; Geert Van RampelbergLuk; Emilie De RooNathalie; Dirk van DijckFred; Jul GoossensMaxime; Ezra van DongenLine,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Amityville: Where the Echo Lives (2024),89,60,Sarah McDonaldHeather West; Breanna RossiMary Gonzalez; Adela PerezNicholas J. BarelliJohn Madison; Hector De AlvaEugenia PreciadoAdelina ToplevaOlya MarynetsSimona Curkoska,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Twisters (2024),123,69,Daisy Edgar-JonesKate; Glen PowellTyler; Anthony RamosJavi; Brandon PereaBoone; Maura TierneyCathy; Harry Hadden-PatonBen; Sasha LaneLily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",143,71,William MoseleyPeter Pevensie; Anna PopplewellSusan Pevensie; Skandar KeynesEdmund Pevensie; Georgie HenleyLucy Pevensie; Liam NeesonAslan (voice); Tilda SwintonWhite Witch; James McAvoyMr. Tumnus,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
The Outrun (2024),118,68,Saoirse RonanRona; Paapa EssieduDaynin; Nabil ElouahabiSamir; Izuka HoyleGloria; Lauren LyleJulie; Stephen DillaneAndrew; Saskia ReevesAnnie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Fellowship of the Ring (2001),179,84,Elijah WoodFrodo; Ian McKellenGandalf; Viggo MortensenAragorn; Sean AstinSam; Ian HolmBilbo; Liv TylerArwen; Christopher LeeSaruman,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
The Super Mario Bros. Movie (2023),93,76,Chris PrattMario (voice); Anya Taylor-JoyPrincess Peach (voice); Charlie DayLuigi (voice); Jack BlackBowser (voice); Keegan-Michael KeyToad (voice); Seth RogenDonkey Kong (voice); Fred ArmisenCranky Kong (voice),0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
28 Days Later (2002),113,72,Cillian MurphyJim; Naomie HarrisSelena; Brendan GleesonFrank; Megan BurnsHannah; Christopher EcclestonMajor Henry West; Noah HuntleyMark; Luke MablyPrivate Clifton,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1978 (2024),81,66,Agustin OlceseMiguel; Carlos PortaluppiCarancho; Mario AlarcónMoro; Jorge LorenzoBaviera; Santiago RiosAlsina; Gustavo PardiDante; Agustín PardellaHugo,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Megalopolis (2024),138,54,Adam DriverCesar Catilina; Giancarlo EspositoMayor Cicero; Nathalie EmmanuelJulia Cicero; Aubrey PlazaWow Platinum; Shia LaBeoufClodio Pulcher; Jon VoightHamilton Crassus III; Laurence FishburneFundi Romaine,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Red Virgin (2024),114,70,Najwa NimriAurora; Alba PlanasHildegart; Aixa VillagránMacarena; Patrick CriadoAbel; Pepe ViyuelaGuzmán; Jon ViarJaime; Pep AmbròsPriest,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Monster Summer (2024),98,62,Mel GibsonGene Carruthers; Mason ThamesNoah Reed; Julian LernerEugene Wexler; Abigail James WitherspoonSammy Devers; Noah CottrellBen Driskel; Nora ZehetnerAbby Reed; Lorraine BraccoMiss Halverson,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
Dragonkeeper (2024),99,76,Lucía PérezPing (voice); Mario GasDanzi (voice); Fernando CastroDiao (voice); Carlos de LunaWang Chao (voice); José Gómez AdánKwan (voice); César Díaz CapillaMaster Lan (voice); Isabel GaudíLao Ma (voice),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
Titanic (1997),194,79,Leonardo DiCaprioJack Dawson; Kate WinsletRose DeWitt Bukater; Billy ZaneCal Hockley; Kathy BatesMolly Brown; Frances FisherRuth DeWitt Bukater; Gloria StuartOld Rose; Victor GarberThomas Andrews,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Silent Hour (2024),99,66,Joel KinnamanFrank Shaw; Sandra Mae FrankAva Fremont; Mekhi PhiferMason Lynch; Mark StrongDoug Slater; Michael EklundAngel Flores; Anthony GrantJulius Simms; Jonathan KoensgenSal Moretti,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Harry Potter and the Prisoner of Azkaban (2004),141,80,Daniel RadcliffeHarry Potter; Rupert GrintRon Weasley; Emma WatsonHermione Granger; Robbie ColtraneRubeus Hagrid; Michael GambonAlbus Dumbledore; Gary OldmanSirius Black; David ThewlisRemus Lupin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Lion King (2019),118,71,Chiwetel EjioforScar (voice); John OliverZazu (voice); Donald GloverSimba (voice); James Earl JonesMufasa (voice); John KaniRafiki (voice); Alfre WoodardSarabi (voice); BeyoncéNala (voice),0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
Prey (2024),86,62,Ryan PhillippeAndrew; Emile HirschGrun; Mena SuvariSue; Dylan FlashnerTyler; Tristan ThompsonMax; Michaela SasnerChrissy; Jeremy TardyThabo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Civil War (2024),109,69,Kirsten DunstLee; Wagner MouraJoel; Cailee SpaenyJessie; Stephen McKinley HendersonSammy; Nelson LeeTony; Nick OffermanPresident; Jefferson WhiteDave,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Below Her Mouth (2017),92,68,Erika LinderDallas; Natalie KrillJasmine; Sebastian PigottRile; Mayko NguyenJoslyn; Tommie-Amber PirieQuinn; Melanie LeishmanClaire; Andrea StefancikovaM.J.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Inside Out (2015),95,79,Amy PoehlerJoy (voice); Phyllis SmithSadness (voice); Richard KindBing Bong (voice); Bill HaderFear (voice); Lewis BlackAnger (voice); Mindy KalingDisgust (voice); Kaitlyn DiasRiley (voice),0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0
The Next 365 Days (2022),112,64,Anna-Maria SiekluckaLaura Torricelli; Michele MorroneMassimo Torricelli; Simone SusinnaMarcelo 'Nacho' Matos; Magdalena LamparskaOlga; Otar SaralidzeDomenico; Ewa KasprzykKlara Biel; Dariusz JakubowskiTomasz Biel,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Never Let Go (2024),101,63,Halle BerryMomma; Anthony B. JenkinsSamuel; William CatlettFather; Percy Daggs IVNolan; Matthew Kevin AndersonThe Stranger; Christin ParkParamedic; Stephanie LavigneThe Evil,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Speak No Evil (2024),110,73,James McAvoyPaddy; Mackenzie DavisLouise Dalton; Scoot McNairyBen Dalton; Aisling FranciosiCiara; Alix West LeflerAgnes Dalton; Dan HoughAnt; Kris HitchenMike,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
My Old Ass (2024),89,68,Maisy StellaElliott; Aubrey PlazaOlder Elliott; Percy Hynes WhiteChad; Maddie ZieglerRuthie; Kerrice BrooksRo; Maria DizziaKathy; Alain GoulemTom,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Miraculous World: Paris, Tales of Shadybug and Claw Noir (2023)",48,72,Annouck HautboisMarinette / Ladybug / Shadybug (voice); Benjamin BollenAdrien Agreste / Cat Noir / Claw Noir (voice); Marie NonnenmacherTikki (voice); Thierry KazazianPlagg (voice); Fanny BlocAlya Césaire / Ubiquity / Scarabella (voice); Antoine ToméGabriel Agreste / Hesperia (voice); Alexandre N'GuyenNino Lahiffe (voice),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
Last Night at Terrace Lanes (2024),75,46,Francesca CapaldiKennedy; Mia Rae RobertsTess; Ken ArnoldBruce; Christopher WalkerDove; Wes JohnsonGeorge; Sam LukowskiFirst Victim; Anita SharmaPatty,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
National Lampoon's Christmas Vacation (1989),97,72,"Chevy ChaseClark Griswold; Beverly D'AngeloEllen Griswold; Juliette LewisAudrey Griswold; Johnny GaleckiRussell 'Rusty' Griswold; John RandolphClark, Sr.; Diane LaddNora; E.G. MarshallArt",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Christmas Is Cancelled (2024),78,71,Gala MontesLidia; Michel DuvalManuel; Leticia HuijaraRosa; Anette MichelEsmeralda; Alejandro CamachoFrancisco; Axel Chunga TrujilloEmilio; Giovanna ReynaudSofía,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Killer's Game (2024),104,68,Dave BautistaJoe Flood; Sofia BoutellaMaize Arnaud; Terry CrewsCreighton Lovedahl; Pom KlementieffAntoinette; Ben KingsleyZvi Rabinowitz; Scott AdkinsAngus Mackenzie; Andrew GallowayRory Mackenzie,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
